subject,level,subtopic,question,option_a,option_b,option_c,option_d,answer_index
math,easy,algebra,[Math | Algebra | Easy] Compute: 3 + 2 = ?,3,6,8,5,3
physics,easy,waves:sound,[Physics | Waves → Sound | Easy] Compute: 6 + 3 = ?,7,10,12,9,3
physics,easy,waves:sound,[Physics | Waves → Sound | Easy] Compute: 7 + 4 = ?,9,12,14,11,3
physics,easy,waves:sound,[Physics | Waves → Sound | Easy] Compute: 8 + 5 = ?,11,14,16,13,3
physics,easy,waves:sound,[Physics | Waves → Sound | Easy] Compute: 9 + 6 = ?,13,16,18,15,3
physics,medium,waves:sound,[Physics | Waves → Sound | Medium] Compute: 10 + 3 = ?,11,14,16,13,3
physics,medium,waves:sound,[Physics | Waves → Sound | Medium] Compute: 11 + 4 = ?,13,16,18,15,3
physics,medium,waves:sound,[Physics | Waves → Sound | Medium] Compute: 12 + 5 = ?,15,18,20,17,3
physics,medium,waves:sound,[Physics | Waves → Sound | Medium] Compute: 13 + 6 = ?,17,20,22,19,3
physics,medium,waves:sound,[Physics | Waves → Sound | Medium] Compute: 14 + 7 = ?,19,22,24,21,3
physics,hard,waves:sound,[Physics | Waves → Sound | Hard] Compute: 15 + 5 = ?,18,21,23,20,3
physics,hard,waves:sound,[Physics | Waves → Sound | Hard] Compute: 16 + 6 = ?,20,23,25,22,3
physics,hard,waves:sound,[Physics | Waves → Sound | Hard] Compute: 17 + 7 = ?,22,25,27,24,3
physics,hard,waves:sound,[Physics | Waves → Sound | Hard] Compute: 18 + 8 = ?,24,27,29,26,3
physics,hard,waves:sound,[Physics | Waves → Sound | Hard] Compute: 19 + 9 = ?,26,29,31,28,3
physics,master,waves:sound,[Physics | Waves → Sound | Master] Compute: 3 + 7 = ?,8,11,13,10,3
physics,master,waves:sound,[Physics | Waves → Sound | Master] Compute: 4 + 8 = ?,10,13,15,12,3
physics,master,waves:sound,[Physics | Waves → Sound | Master] Compute: 5 + 9 = ?,12,15,17,14,3
physics,master,waves:sound,[Physics | Waves → Sound | Master] Compute: 6 + 10 = ?,14,17,19,16,3
physics,master,waves:sound,[Physics | Waves → Sound | Master] Compute: 7 + 11 = ?,16,19,21,18,3
physics,expert,waves:sound,[Physics | Waves → Sound | Expert] Compute: 8 + 11 = ?,17,20,22,19,3
physics,expert,waves:sound,[Physics | Waves → Sound | Expert] Compute: 9 + 12 = ?,19,22,24,21,3
physics,expert,waves:sound,[Physics | Waves → Sound | Expert] Compute: 10 + 13 = ?,21,24,26,23,3
physics,expert,waves:sound,[Physics | Waves → Sound | Expert] Compute: 11 + 14 = ?,23,26,28,25,3
physics,expert,waves:sound,[Physics | Waves → Sound | Expert] Compute: 12 + 15 = ?,25,28,30,27,3
physics,easy,waves:optics,[Physics | Waves → Optics | Easy] Compute: 13 + 2 = ?,13,16,18,15,3
physics,easy,waves:optics,[Physics | Waves → Optics | Easy] Compute: 14 + 3 = ?,15,18,20,17,3
physics,easy,waves:optics,[Physics | Waves → Optics | Easy] Compute: 15 + 4 = ?,17,20,22,19,3
physics,easy,waves:optics,[Physics | Waves → Optics | Easy] Compute: 16 + 5 = ?,19,22,24,21,3
physics,easy,waves:optics,[Physics | Waves → Optics | Easy] Compute: 17 + 6 = ?,21,24,26,23,3
physics,medium,waves:optics,[Physics | Waves → Optics | Medium] Compute: 18 + 3 = ?,19,22,24,21,3
physics,medium,waves:optics,[Physics | Waves → Optics | Medium] Compute: 19 + 4 = ?,21,24,26,23,3
physics,medium,waves:optics,[Physics | Waves → Optics | Medium] Compute: 3 + 5 = ?,6,9,11,8,3
physics,medium,waves:optics,[Physics | Waves → Optics | Medium] Compute: 4 + 6 = ?,8,11,13,10,3
physics,medium,waves:optics,[Physics | Waves → Optics | Medium] Compute: 5 + 7 = ?,10,13,15,12,3
physics,hard,waves:optics,[Physics | Waves → Optics | Hard] Compute: 6 + 5 = ?,9,12,14,11,3
physics,hard,waves:optics,[Physics | Waves → Optics | Hard] Compute: 7 + 6 = ?,11,14,16,13,3
physics,hard,waves:optics,[Physics | Waves → Optics | Hard] Compute: 8 + 7 = ?,13,16,18,15,3
physics,hard,waves:optics,[Physics | Waves → Optics | Hard] Compute: 9 + 8 = ?,15,18,20,17,3
physics,hard,waves:optics,[Physics | Waves → Optics | Hard] Compute: 10 + 9 = ?,17,20,22,19,3
physics,master,waves:optics,[Physics | Waves → Optics | Master] Compute: 11 + 7 = ?,16,19,21,18,3
physics,master,waves:optics,[Physics | Waves → Optics | Master] Compute: 12 + 8 = ?,18,21,23,20,3
physics,master,waves:optics,[Physics | Waves → Optics | Master] Compute: 13 + 9 = ?,20,23,25,22,3
physics,master,waves:optics,[Physics | Waves → Optics | Master] Compute: 14 + 10 = ?,22,25,27,24,3
physics,master,waves:optics,[Physics | Waves → Optics | Master] Compute: 15 + 11 = ?,24,27,29,26,3
physics,expert,waves:optics,[Physics | Waves → Optics | Expert] Compute: 16 + 11 = ?,25,28,30,27,3
physics,expert,waves:optics,[Physics | Waves → Optics | Expert] Compute: 17 + 12 = ?,27,30,32,29,3
physics,expert,waves:optics,[Physics | Waves → Optics | Expert] Compute: 18 + 13 = ?,29,32,34,31,3
physics,expert,waves:optics,[Physics | Waves → Optics | Expert] Compute: 19 + 14 = ?,31,34,36,33,3
physics,expert,waves:optics,[Physics | Waves → Optics | Expert] Compute: 3 + 15 = ?,16,19,21,18,3
physics,easy,thermodynamics,[Physics | Thermodynamics | Easy] Compute: 4 + 2 = ?,4,7,9,6,3
physics,easy,thermodynamics,[Physics | Thermodynamics | Easy] Compute: 5 + 3 = ?,6,9,11,8,3
physics,easy,thermodynamics,[Physics | Thermodynamics | Easy] Compute: 6 + 4 = ?,8,11,13,10,3
physics,easy,thermodynamics,[Physics | Thermodynamics | Easy] Compute: 7 + 5 = ?,10,13,15,12,3
physics,easy,thermodynamics,[Physics | Thermodynamics | Easy] Compute: 8 + 6 = ?,12,15,17,14,3
physics,medium,thermodynamics,[Physics | Thermodynamics | Medium] Compute: 9 + 3 = ?,10,13,15,12,3
physics,medium,thermodynamics,[Physics | Thermodynamics | Medium] Compute: 10 + 4 = ?,12,15,17,14,3
physics,medium,thermodynamics,[Physics | Thermodynamics | Medium] Compute: 11 + 5 = ?,14,17,19,16,3
physics,medium,thermodynamics,[Physics | Thermodynamics | Medium] Compute: 12 + 6 = ?,16,19,21,18,3
physics,medium,thermodynamics,[Physics | Thermodynamics | Medium] Compute: 13 + 7 = ?,18,21,23,20,3
physics,hard,thermodynamics,[Physics | Thermodynamics | Hard] Compute: 14 + 5 = ?,17,20,22,19,3
physics,hard,thermodynamics,[Physics | Thermodynamics | Hard] Compute: 15 + 6 = ?,19,22,24,21,3
physics,hard,thermodynamics,[Physics | Thermodynamics | Hard] Compute: 16 + 7 = ?,21,24,26,23,3
physics,hard,thermodynamics,[Physics | Thermodynamics | Hard] Compute: 17 + 8 = ?,23,26,28,25,3
physics,hard,thermodynamics,[Physics | Thermodynamics | Hard] Compute: 18 + 9 = ?,25,28,30,27,3
physics,master,thermodynamics,[Physics | Thermodynamics | Master] Compute: 19 + 7 = ?,24,27,29,26,3
physics,master,thermodynamics,[Physics | Thermodynamics | Master] Compute: 3 + 8 = ?,9,12,14,11,3
physics,master,thermodynamics,[Physics | Thermodynamics | Master] Compute: 4 + 9 = ?,11,14,16,13,3
physics,master,thermodynamics,[Physics | Thermodynamics | Master] Compute: 5 + 10 = ?,13,16,18,15,3
physics,master,thermodynamics,[Physics | Thermodynamics | Master] Compute: 6 + 11 = ?,15,18,20,17,3
physics,expert,thermodynamics,[Physics | Thermodynamics | Expert] Compute: 7 + 11 = ?,16,19,21,18,3
physics,expert,thermodynamics,[Physics | Thermodynamics | Expert] Compute: 8 + 12 = ?,18,21,23,20,3
physics,expert,thermodynamics,[Physics | Thermodynamics | Expert] Compute: 9 + 13 = ?,20,23,25,22,3
physics,expert,thermodynamics,[Physics | Thermodynamics | Expert] Compute: 10 + 14 = ?,22,25,27,24,3
physics,expert,thermodynamics,[Physics | Thermodynamics | Expert] Compute: 11 + 15 = ?,24,27,29,26,3
physics,easy,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Easy] Compute: 12 + 2 = ?,12,15,17,14,3
physics,easy,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Easy] Compute: 13 + 3 = ?,14,17,19,16,3
physics,easy,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Easy] Compute: 14 + 4 = ?,16,19,21,18,3
physics,easy,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Easy] Compute: 15 + 5 = ?,18,21,23,20,3
physics,easy,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Easy] Compute: 16 + 6 = ?,20,23,25,22,3
physics,medium,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Medium] Compute: 17 + 3 = ?,18,21,23,20,3
physics,medium,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Medium] Compute: 18 + 4 = ?,20,23,25,22,3
physics,medium,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Medium] Compute: 19 + 5 = ?,22,25,27,24,3
physics,medium,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Medium] Compute: 3 + 6 = ?,7,10,12,9,3
physics,medium,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Medium] Compute: 4 + 7 = ?,9,12,14,11,3
physics,hard,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Hard] Compute: 5 + 5 = ?,8,11,13,10,3
physics,hard,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Hard] Compute: 6 + 6 = ?,10,13,15,12,3
physics,hard,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Hard] Compute: 7 + 7 = ?,12,15,17,14,3
physics,hard,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Hard] Compute: 8 + 8 = ?,14,17,19,16,3
physics,hard,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Hard] Compute: 9 + 9 = ?,16,19,21,18,3
physics,master,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Master] Compute: 10 + 7 = ?,15,18,20,17,3
physics,master,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Master] Compute: 11 + 8 = ?,17,20,22,19,3
physics,master,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Master] Compute: 12 + 9 = ?,19,22,24,21,3
physics,master,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Master] Compute: 13 + 10 = ?,21,24,26,23,3
physics,master,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Master] Compute: 14 + 11 = ?,23,26,28,25,3
physics,expert,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Expert] Compute: 15 + 11 = ?,24,27,29,26,3
physics,expert,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Expert] Compute: 16 + 12 = ?,26,29,31,28,3
physics,expert,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Expert] Compute: 17 + 13 = ?,28,31,33,30,3
physics,expert,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Expert] Compute: 18 + 14 = ?,30,33,35,32,3
physics,expert,thermodynamics:gas-laws,[Physics | Thermodynamics → Gas Laws | Expert] Compute: 19 + 15 = ?,32,35,37,34,3
physics,easy,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Easy] Compute: 3 + 2 = ?,3,6,8,5,3
physics,easy,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Easy] Compute: 4 + 3 = ?,5,8,10,7,3
physics,easy,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Easy] Compute: 5 + 4 = ?,7,10,12,9,3
physics,easy,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Easy] Compute: 6 + 5 = ?,9,12,14,11,3
physics,easy,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Easy] Compute: 7 + 6 = ?,11,14,16,13,3
physics,medium,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Medium] Compute: 8 + 3 = ?,9,12,14,11,3
physics,medium,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Medium] Compute: 9 + 4 = ?,11,14,16,13,3
physics,medium,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Medium] Compute: 10 + 5 = ?,13,16,18,15,3
physics,medium,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Medium] Compute: 11 + 6 = ?,15,18,20,17,3
physics,medium,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Medium] Compute: 12 + 7 = ?,17,20,22,19,3
physics,hard,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Hard] Compute: 13 + 5 = ?,16,19,21,18,3
physics,hard,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Hard] Compute: 14 + 6 = ?,18,21,23,20,3
physics,hard,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Hard] Compute: 15 + 7 = ?,20,23,25,22,3
physics,hard,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Hard] Compute: 16 + 8 = ?,22,25,27,24,3
physics,hard,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Hard] Compute: 17 + 9 = ?,24,27,29,26,3
physics,master,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Master] Compute: 18 + 7 = ?,23,26,28,25,3
physics,master,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Master] Compute: 19 + 8 = ?,25,28,30,27,3
physics,master,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Master] Compute: 3 + 9 = ?,10,13,15,12,3
physics,master,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Master] Compute: 4 + 10 = ?,12,15,17,14,3
physics,master,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Master] Compute: 5 + 11 = ?,14,17,19,16,3
physics,expert,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Expert] Compute: 6 + 11 = ?,15,18,20,17,3
physics,expert,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Expert] Compute: 7 + 12 = ?,17,20,22,19,3
physics,expert,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Expert] Compute: 8 + 13 = ?,19,22,24,21,3
physics,expert,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Expert] Compute: 9 + 14 = ?,21,24,26,23,3
physics,expert,thermodynamics:heat-transfer,[Physics | Thermodynamics → Heat Transfer | Expert] Compute: 10 + 15 = ?,23,26,28,25,3
physics,easy,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Easy] Compute: 11 + 2 = ?,11,14,16,13,3
physics,easy,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Easy] Compute: 12 + 3 = ?,13,16,18,15,3
physics,easy,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Easy] Compute: 13 + 4 = ?,15,18,20,17,3
physics,easy,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Easy] Compute: 14 + 5 = ?,17,20,22,19,3
physics,easy,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Easy] Compute: 15 + 6 = ?,19,22,24,21,3
physics,medium,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Medium] Compute: 16 + 3 = ?,17,20,22,19,3
physics,medium,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Medium] Compute: 17 + 4 = ?,19,22,24,21,3
physics,medium,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Medium] Compute: 18 + 5 = ?,21,24,26,23,3
physics,medium,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Medium] Compute: 19 + 6 = ?,23,26,28,25,3
physics,medium,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Medium] Compute: 3 + 7 = ?,8,11,13,10,3
physics,hard,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Hard] Compute: 4 + 5 = ?,7,10,12,9,3
physics,hard,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Hard] Compute: 5 + 6 = ?,9,12,14,11,3
physics,hard,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Hard] Compute: 6 + 7 = ?,11,14,16,13,3
physics,hard,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Hard] Compute: 7 + 8 = ?,13,16,18,15,3
physics,hard,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Hard] Compute: 8 + 9 = ?,15,18,20,17,3
physics,master,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Master] Compute: 9 + 7 = ?,14,17,19,16,3
physics,master,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Master] Compute: 10 + 8 = ?,16,19,21,18,3
physics,master,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Master] Compute: 11 + 9 = ?,18,21,23,20,3
physics,master,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Master] Compute: 12 + 10 = ?,20,23,25,22,3
physics,master,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Master] Compute: 13 + 11 = ?,22,25,27,24,3
physics,expert,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Expert] Compute: 14 + 11 = ?,23,26,28,25,3
physics,expert,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Expert] Compute: 15 + 12 = ?,25,28,30,27,3
physics,expert,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Expert] Compute: 16 + 13 = ?,27,30,32,29,3
physics,expert,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Expert] Compute: 17 + 14 = ?,29,32,34,31,3
physics,expert,thermodynamics:entropy,[Physics | Thermodynamics → Entropy | Expert] Compute: 18 + 15 = ?,31,34,36,33,3
physics,easy,modern,[Physics | Modern | Easy] Compute: 19 + 2 = ?,19,22,24,21,3
physics,easy,modern,[Physics | Modern | Easy] Compute: 3 + 3 = ?,4,7,9,6,3
physics,easy,modern,[Physics | Modern | Easy] Compute: 4 + 4 = ?,6,9,11,8,3
physics,easy,modern,[Physics | Modern | Easy] Compute: 5 + 5 = ?,8,11,13,10,3
physics,easy,modern,[Physics | Modern | Easy] Compute: 6 + 6 = ?,10,13,15,12,3
physics,medium,modern,[Physics | Modern | Medium] Compute: 7 + 3 = ?,8,11,13,10,3
physics,medium,modern,[Physics | Modern | Medium] Compute: 8 + 4 = ?,10,13,15,12,3
physics,medium,modern,[Physics | Modern | Medium] Compute: 9 + 5 = ?,12,15,17,14,3
physics,medium,modern,[Physics | Modern | Medium] Compute: 10 + 6 = ?,14,17,19,16,3
physics,medium,modern,[Physics | Modern | Medium] Compute: 11 + 7 = ?,16,19,21,18,3
physics,hard,modern,[Physics | Modern | Hard] Compute: 12 + 5 = ?,15,18,20,17,3
physics,hard,modern,[Physics | Modern | Hard] Compute: 13 + 6 = ?,17,20,22,19,3
physics,hard,modern,[Physics | Modern | Hard] Compute: 14 + 7 = ?,19,22,24,21,3
physics,hard,modern,[Physics | Modern | Hard] Compute: 15 + 8 = ?,21,24,26,23,3
physics,hard,modern,[Physics | Modern | Hard] Compute: 16 + 9 = ?,23,26,28,25,3
physics,master,modern,[Physics | Modern | Master] Compute: 17 + 7 = ?,22,25,27,24,3
physics,master,modern,[Physics | Modern | Master] Compute: 18 + 8 = ?,24,27,29,26,3
physics,master,modern,[Physics | Modern | Master] Compute: 19 + 9 = ?,26,29,31,28,3
physics,master,modern,[Physics | Modern | Master] Compute: 3 + 10 = ?,11,14,16,13,3
physics,master,modern,[Physics | Modern | Master] Compute: 4 + 11 = ?,13,16,18,15,3
physics,expert,modern,[Physics | Modern | Expert] Compute: 5 + 11 = ?,14,17,19,16,3
physics,expert,modern,[Physics | Modern | Expert] Compute: 6 + 12 = ?,16,19,21,18,3
physics,expert,modern,[Physics | Modern | Expert] Compute: 7 + 13 = ?,18,21,23,20,3
physics,expert,modern,[Physics | Modern | Expert] Compute: 8 + 14 = ?,20,23,25,22,3
physics,expert,modern,[Physics | Modern | Expert] Compute: 9 + 15 = ?,22,25,27,24,3
physics,easy,modern:quantum,[Physics | Modern → Quantum | Easy] Compute: 10 + 2 = ?,10,13,15,12,3
physics,easy,modern:quantum,[Physics | Modern → Quantum | Easy] Compute: 11 + 3 = ?,12,15,17,14,3
physics,easy,modern:quantum,[Physics | Modern → Quantum | Easy] Compute: 12 + 4 = ?,14,17,19,16,3
physics,easy,modern:quantum,[Physics | Modern → Quantum | Easy] Compute: 13 + 5 = ?,16,19,21,18,3
physics,easy,modern:quantum,[Physics | Modern → Quantum | Easy] Compute: 14 + 6 = ?,18,21,23,20,3
physics,medium,modern:quantum,[Physics | Modern → Quantum | Medium] Compute: 15 + 3 = ?,16,19,21,18,3
physics,medium,modern:quantum,[Physics | Modern → Quantum | Medium] Compute: 16 + 4 = ?,18,21,23,20,3
physics,medium,modern:quantum,[Physics | Modern → Quantum | Medium] Compute: 17 + 5 = ?,20,23,25,22,3
physics,medium,modern:quantum,[Physics | Modern → Quantum | Medium] Compute: 18 + 6 = ?,22,25,27,24,3
physics,medium,modern:quantum,[Physics | Modern → Quantum | Medium] Compute: 19 + 7 = ?,24,27,29,26,3
physics,hard,modern:quantum,[Physics | Modern → Quantum | Hard] Compute: 3 + 5 = ?,6,9,11,8,3
physics,hard,modern:quantum,[Physics | Modern → Quantum | Hard] Compute: 4 + 6 = ?,8,11,13,10,3
physics,hard,modern:quantum,[Physics | Modern → Quantum | Hard] Compute: 5 + 7 = ?,10,13,15,12,3
physics,hard,modern:quantum,[Physics | Modern → Quantum | Hard] Compute: 6 + 8 = ?,12,15,17,14,3
physics,hard,modern:quantum,[Physics | Modern → Quantum | Hard] Compute: 7 + 9 = ?,14,17,19,16,3
physics,master,modern:quantum,[Physics | Modern → Quantum | Master] Compute: 8 + 7 = ?,13,16,18,15,3
physics,master,modern:quantum,[Physics | Modern → Quantum | Master] Compute: 9 + 8 = ?,15,18,20,17,3
physics,master,modern:quantum,[Physics | Modern → Quantum | Master] Compute: 10 + 9 = ?,17,20,22,19,3
physics,master,modern:quantum,[Physics | Modern → Quantum | Master] Compute: 11 + 10 = ?,19,22,24,21,3
physics,master,modern:quantum,[Physics | Modern → Quantum | Master] Compute: 12 + 11 = ?,21,24,26,23,3
physics,expert,modern:quantum,[Physics | Modern → Quantum | Expert] Compute: 13 + 11 = ?,22,25,27,24,3
physics,expert,modern:quantum,[Physics | Modern → Quantum | Expert] Compute: 14 + 12 = ?,24,27,29,26,3
physics,expert,modern:quantum,[Physics | Modern → Quantum | Expert] Compute: 15 + 13 = ?,26,29,31,28,3
physics,expert,modern:quantum,[Physics | Modern → Quantum | Expert] Compute: 16 + 14 = ?,28,31,33,30,3
physics,expert,modern:quantum,[Physics | Modern → Quantum | Expert] Compute: 17 + 15 = ?,30,33,35,32,3
physics,easy,modern:nuclear,[Physics | Modern → Nuclear | Easy] Compute: 18 + 2 = ?,18,21,23,20,3
physics,easy,modern:nuclear,[Physics | Modern → Nuclear | Easy] Compute: 19 + 3 = ?,20,23,25,22,3
physics,easy,modern:nuclear,[Physics | Modern → Nuclear | Easy] Compute: 3 + 4 = ?,5,8,10,7,3
physics,easy,modern:nuclear,[Physics | Modern → Nuclear | Easy] Compute: 4 + 5 = ?,7,10,12,9,3
physics,easy,modern:nuclear,[Physics | Modern → Nuclear | Easy] Compute: 5 + 6 = ?,9,12,14,11,3
physics,medium,modern:nuclear,[Physics | Modern → Nuclear | Medium] Compute: 6 + 3 = ?,7,10,12,9,3
physics,medium,modern:nuclear,[Physics | Modern → Nuclear | Medium] Compute: 7 + 4 = ?,9,12,14,11,3
physics,medium,modern:nuclear,[Physics | Modern → Nuclear | Medium] Compute: 8 + 5 = ?,11,14,16,13,3
physics,medium,modern:nuclear,[Physics | Modern → Nuclear | Medium] Compute: 9 + 6 = ?,13,16,18,15,3
physics,medium,modern:nuclear,[Physics | Modern → Nuclear | Medium] Compute: 10 + 7 = ?,15,18,20,17,3
physics,hard,modern:nuclear,[Physics | Modern → Nuclear | Hard] Compute: 11 + 5 = ?,14,17,19,16,3
physics,hard,modern:nuclear,[Physics | Modern → Nuclear | Hard] Compute: 12 + 6 = ?,16,19,21,18,3
physics,hard,modern:nuclear,[Physics | Modern → Nuclear | Hard] Compute: 13 + 7 = ?,18,21,23,20,3
physics,hard,modern:nuclear,[Physics | Modern → Nuclear | Hard] Compute: 14 + 8 = ?,20,23,25,22,3
physics,hard,modern:nuclear,[Physics | Modern → Nuclear | Hard] Compute: 15 + 9 = ?,22,25,27,24,3
physics,master,modern:nuclear,[Physics | Modern → Nuclear | Master] Compute: 16 + 7 = ?,21,24,26,23,3
physics,master,modern:nuclear,[Physics | Modern → Nuclear | Master] Compute: 17 + 8 = ?,23,26,28,25,3
physics,master,modern:nuclear,[Physics | Modern → Nuclear | Master] Compute: 18 + 9 = ?,25,28,30,27,3
physics,master,modern:nuclear,[Physics | Modern → Nuclear | Master] Compute: 19 + 10 = ?,27,30,32,29,3
physics,master,modern:nuclear,[Physics | Modern → Nuclear | Master] Compute: 3 + 11 = ?,12,15,17,14,3
physics,expert,modern:nuclear,[Physics | Modern → Nuclear | Expert] Compute: 4 + 11 = ?,13,16,18,15,3
physics,expert,modern:nuclear,[Physics | Modern → Nuclear | Expert] Compute: 5 + 12 = ?,15,18,20,17,3
physics,expert,modern:nuclear,[Physics | Modern → Nuclear | Expert] Compute: 6 + 13 = ?,17,20,22,19,3
physics,expert,modern:nuclear,[Physics | Modern → Nuclear | Expert] Compute: 7 + 14 = ?,19,22,24,21,3
physics,expert,modern:nuclear,[Physics | Modern → Nuclear | Expert] Compute: 8 + 15 = ?,21,24,26,23,3
physics,easy,modern:relativity,[Physics | Modern → Relativity | Easy] Compute: 9 + 2 = ?,9,12,14,11,3
physics,easy,modern:relativity,[Physics | Modern → Relativity | Easy] Compute: 10 + 3 = ?,11,14,16,13,3
physics,easy,modern:relativity,[Physics | Modern → Relativity | Easy] Compute: 11 + 4 = ?,13,16,18,15,3
physics,easy,modern:relativity,[Physics | Modern → Relativity | Easy] Compute: 12 + 5 = ?,15,18,20,17,3
physics,easy,modern:relativity,[Physics | Modern → Relativity | Easy] Compute: 13 + 6 = ?,17,20,22,19,3
physics,medium,modern:relativity,[Physics | Modern → Relativity | Medium] Compute: 14 + 3 = ?,15,18,20,17,3
physics,medium,modern:relativity,[Physics | Modern → Relativity | Medium] Compute: 15 + 4 = ?,17,20,22,19,3
physics,medium,modern:relativity,[Physics | Modern → Relativity | Medium] Compute: 16 + 5 = ?,19,22,24,21,3
physics,medium,modern:relativity,[Physics | Modern → Relativity | Medium] Compute: 17 + 6 = ?,21,24,26,23,3
physics,medium,modern:relativity,[Physics | Modern → Relativity | Medium] Compute: 18 + 7 = ?,23,26,28,25,3
physics,hard,modern:relativity,[Physics | Modern → Relativity | Hard] Compute: 19 + 5 = ?,22,25,27,24,3
physics,hard,modern:relativity,[Physics | Modern → Relativity | Hard] Compute: 3 + 6 = ?,7,10,12,9,3
physics,hard,modern:relativity,[Physics | Modern → Relativity | Hard] Compute: 4 + 7 = ?,9,12,14,11,3
physics,hard,modern:relativity,[Physics | Modern → Relativity | Hard] Compute: 5 + 8 = ?,11,14,16,13,3
physics,hard,modern:relativity,[Physics | Modern → Relativity | Hard] Compute: 6 + 9 = ?,13,16,18,15,3
physics,master,modern:relativity,[Physics | Modern → Relativity | Master] Compute: 7 + 7 = ?,12,15,17,14,3
